standID,X,Y,charge
75.0,20.1918,16.5771,0.8079204074425891
-1.0,20.1918,16.8995,-1.0
76.0,20.1918,14.6431,1.0783574857854699
-1.0,20.1918,14.9655,-1.0
77.0,20.1918,15.2878,0.7478232789219493
78.0,20.1918,15.6101,0.8379689717029098
-1.0,20.1918,15.9325,-1.0
-1.0,19.8669,14.6431,-1.0
-1.0,19.8669,14.9655,-1.0
79.0,19.8669,15.2878,-0.03343939460273131
80.0,19.8669,15.6101,0.23699768511832905
81.0,19.8669,15.9325,0.25293292732337636
82.0,17.167,18.0361,0.14345584001318737
83.0,16.8607,17.8911,0.3624100146335663
84.0,16.5382,17.7468,-0.15760614940074275
85.0,16.2584,17.599,-0.45866813743649226
86.0,15.937,17.4291,0.006609481564541212
87.0,20.3587,13.958,-0.15760614940074275
88.0,15.7948,13.958,0.25293292732337636
89.0,20.0418,13.958,0.4718871005655747
90.0,24.3496,16.0042,0.38977928577202253
-1.0,24.3496,15.5331,-1.0
-1.0,24.3496,14.1196,-1.0
91.0,23.1007,14.6681,0.6634720026693158
92.0,22.6744,14.6681,-0.020759789573915978
93.0,20.3929,13.5369,0.6361027315308586
94.0,20.1811,13.1701,0.5266256442206697
95.0,9.6923,15.2651,-0.020759789573915978
96.0,13.3303,16.7161,0.006609481564541212
-1.0,12.7954,16.2812,-1.0
97.0,12.3299,15.9027,0.06134802521963619
-1.0,11.8661,15.5257,-1.0
98.0,11.4005,15.1472,0.088717297736273
-1.0,8.834,12.7724,-1.0
99.0,9.3585,14.0929,0.17082511252982516
100.0,8.747,14.7145,-0.23971396419429394
-1.0,8.3909,15.7023,-1.0
-1.0,8.0627,16.3472,-1.0
-1.0,7.8306,17.643,-1.0
101.0,20.9878,14.6932,-0.26708323533275113
102.0,8.2676,11.98,-0.26708323533275113
103.0,19.7954,10.6412,-0.5955144958851384
-1.0,23.8712,16.7128,-1.0
104.0,15.8448,14.5245,0.22556365618492014
105.0,15.8448,14.9642,-0.07549833460719058
106.0,15.8448,15.4039,-0.07549833460719058
107.0,15.8448,15.8436,0.4171485569104797
108.0,15.8448,16.2833,0.30767147097847136
-1.0,15.8448,16.723,-1.0
109.0,16.2933,14.5245,-0.15760614940074275
110.0,16.2933,14.9642,-0.15760614940074275
-1.0,16.2933,15.4039,-1.0
-1.0,16.2933,15.8436,-1.0
111.0,16.2933,16.2833,0.006609481564541212
112.0,16.2933,16.723,0.17082511252982516
113.0,16.7421,14.5245,0.11608656887473019
114.0,16.7421,14.9642,-0.04812906071237317
115.0,16.7421,15.4039,0.006609481564541212
-1.0,16.7421,15.8436,-1.0
116.0,16.7421,16.2833,-0.18497542053919994
-1.0,16.7421,16.723,-1.0
117.0,17.191,14.5245,-1.1784020464666116
118.0,17.191,14.9642,-1.2054600734583454
119.0,17.191,15.4039,-1.9360268091260546
-1.0,17.191,15.8436,-1.0
-1.0,17.191,16.2833,-1.0
-1.0,17.191,16.723,-1.0
120.0,17.6395,14.5245,-1.9630848361177884
-1.0,17.6395,14.9642,-1.0
121.0,17.6395,15.4039,-2.2066070804215716
122.0,17.6395,15.8436,-2.1254329994463705
-1.0,17.6395,16.2833,-1.0
123.0,17.6395,16.723,-1.9630848361177884
-1.0,18.0842,14.5245,-1.0
124.0,18.0842,14.9642,-1.9901428631095222
125.0,18.0842,15.4039,-1.4161835144048176
-1.0,18.0842,15.8436,-1.0
126.0,18.0842,16.2833,-2.129084429385864
127.0,18.0842,16.723,-1.4377865734786215
-1.0,18.529,14.5245,-1.0
-1.0,18.529,14.9642,-1.0
128.0,18.529,15.4039,-1.221755993766017
129.0,18.529,15.8436,-1.0705345871402856
130.0,18.529,16.2833,-1.2865651682310706
-1.0,18.529,16.723,-1.0
131.0,18.9746,14.5245,-1.5890079787261724
-1.0,18.9746,14.9642,-1.0
132.0,18.9746,15.4039,-0.6816795431063254
-1.0,18.9746,15.8436,-1.0
133.0,18.9746,16.2833,-1.3945804580873729
-1.0,18.9746,16.723,-1.0
134.0,15.4676,6.2612,-1.7402293853519037
135.0,15.4676,6.7009,-1.5890079787261724
136.0,15.4676,7.1406,-1.6925045634440916
-1.0,15.4676,7.5803,-1.0
-1.0,15.4676,8.02,-1.0
-1.0,15.4676,8.4597,-1.0
137.0,15.9132,6.2612,-1.6113304810907099
-1.0,15.9132,6.7009,-1.0
138.0,15.9132,7.1406,-1.0160538831380297
-1.0,15.9132,7.5803,-1.0
139.0,15.9132,8.02,-1.070169937121497
-1.0,15.9132,8.4597,-1.0
