tRecord,energyRecord
212,-129.99430288726134
213,-129.99430288726134
214,-129.99430288726134
215,-129.99430288726134
216,-129.99430288726134
217,-130.656549960206
218,-130.67720217587947
219,-130.67720217587947
220,-130.3749310886435
221,-130.13512576060438
222,-130.13512576060438
223,-130.13512576060438
224,-133.49427971761045
225,-133.49427971761045
226,-133.49427971761045
227,-133.49427971761045
228,-133.49427971761045
229,-134.88157520905193
230,-134.91162120074156
231,-134.91162120074156
232,-135.2230704209242
233,-137.02114054483118
234,-137.02114054483118
235,-137.02114054483118
236,-137.31737909728346
237,-137.32509906008565
238,-137.2536643162683
239,-137.2536643162683
240,-137.2536643162683
241,-137.29090917426922
242,-137.29090917426922
243,-137.86497443839735
244,-137.86497443839735
245,-137.79656602430643
246,-137.75563417511674
247,-136.78317568363863
248,-136.4081834112412
249,-136.43656472922882
250,-136.43656472922882
251,-136.69392117170625
252,-136.69392117170625
253,-136.50594027987464
254,-136.50594027987464
255,-136.56417567702064
256,-136.56417567702064
257,-137.64210860483243
258,-137.64210860483243
259,-137.34274239941354
260,-136.5319548925706
261,-136.40771035896992
262,-136.40771035896992
263,-136.55370556914957
264,-135.6609685316167
265,-135.9011456633322
266,-134.4963425558864
267,-134.4963425558864
268,-134.4963425558864
269,-134.35698078238866
270,-134.35698078238866
271,-136.76143798252784
272,-135.8613266024783
273,-136.05068471581131
274,-136.27337878819867
275,-136.89924859770838
276,-136.89924859770838
277,-138.73678736278777
278,-138.73678736278777
279,-139.01138767042977
280,-139.01138767042977
281,-139.01138767042977
282,-139.01138767042977
283,-138.0357693212693
284,-138.0357693212693
285,-138.0357693212693
286,-138.0357693212693
287,-138.64577312469982
288,-141.02728425803224
289,-141.02728425803224
290,-141.30512469260088
291,-141.30512469260088
292,-141.30512469260088
293,-142.35602566278652
294,-143.5506768080769
295,-143.5506768080769
296,-143.5506768080769
297,-143.5506768080769
298,-143.53714941060343
299,-143.30927777151686
300,-143.30927777151686
301,-143.30927777151686
302,-146.91675233954913
303,-146.91675233954913
304,-146.44524197809
305,-146.44524197809
306,-146.44524197809
307,-146.44524197809
308,-146.44524197809
309,-146.44524197809
310,-146.57181423501765
311,-146.57181423501765
312,-146.29385832308293
313,-146.30980773834722
314,-146.30980773834722
315,-147.03378814712175
316,-150.05995685263474
317,-150.0042583759656
318,-150.0042583759656
319,-150.0042583759656
320,-150.0042583759656
321,-149.7180486219728
322,-149.8895962783937
323,-150.2706580947317
324,-151.10870489766933
325,-151.0321333350351
326,-152.01654160684848
327,-152.01654160684848
328,-152.12779051382114
329,-152.12779051382114
330,-153.147320505303
331,-153.20706256938487
332,-153.40870854758427
333,-151.40259745857574
334,-151.40259745857574
335,-151.40259745857574
336,-151.49621171507957
337,-151.49621171507957
338,-155.5783777436416
339,-155.5783777436416
340,-153.60586225067934
341,-156.58115601744117
342,-156.58115601744117
343,-156.58115601744117
344,-156.85679540083908
345,-156.85679540083908
346,-158.06291329423794
347,-158.06291329423794
348,-158.06291329423794
349,-158.06291329423794
350,-159.46306175349764
351,-159.46306175349764
352,-161.94717576805675
353,-161.94717576805675
354,-161.94717576805675
355,-161.94717576805675
356,-161.94717576805675
357,-161.8951810033986
358,-161.8951810033986
359,-161.8951810033986
360,-161.8951810033986
361,-161.02237484895153
362,-159.72495477786794
363,-154.82129174567473
364,-154.82129174567473
365,-154.8601774857337
366,-154.69312495336987
367,-154.69312495336987
368,-154.54495893964562
369,-154.6812865238402
370,-154.4279036299411
371,-154.4279036299411
372,-154.4279036299411
373,-154.4279036299411
374,-154.93037275795888
375,-157.46411672717693
376,-159.18225649514483
377,-160.00836726297507
378,-160.00836726297507
379,-160.00836726297507
380,-160.03531295446805
381,-159.63784452765327
382,-159.29740910448055
383,-159.29740910448055
384,-160.3595017105738
385,-160.3595017105738
386,-160.3595017105738
387,-160.3595017105738
388,-160.3595017105738
389,-160.3595017105738
390,-160.44275301101686
391,-160.44275301101686
392,-160.44275301101686
393,-160.44275301101686
394,-160.44275301101686
395,-160.44275301101686
396,-160.44275301101686
397,-160.1302050937516
398,-162.4819452648955
399,-162.4819452648955
400,-162.65939634729307
401,-162.65939634729307
402,-162.65939634729307
403,-164.6069631902322
404,-164.6069631902322
405,-164.6069631902322
406,-164.51492383985794
407,-164.62659924922934
408,-164.62659924922934
409,-164.62659924922934
410,-164.62659924922934
411,-167.14695830939507
412,-166.72730488664223
413,-166.72730488664223
414,-166.72730488664223
415,-166.72730488664223
416,-167.03731159092638
417,-167.03731159092638
418,-166.07126011961145
419,-166.07126011961145
420,-166.07147012086727
421,-166.07147012086727
422,-165.96078054026802
423,-165.96078054026802
424,-165.96078054026802
425,-166.19554491563852
426,-166.24768151522434
427,-166.69005617361907
428,-166.69005617361907
429,-166.12546527058484
430,-165.93944484435323
431,-164.641983148256
432,-164.641983148256
433,-165.06173611599397
434,-165.06173611599397
435,-165.06173611599397
436,-164.68949436082224
437,-164.46742788734068
438,-164.46742788734068
439,-164.46742788734068
440,-165.71845929179275
441,-167.91127027568197
442,-167.91127027568197
443,-167.91127027568197
444,-167.65060402123996
445,-167.65060402123996
446,-167.65060402123996
447,-167.65060402123996
448,-167.65060402123996
449,-167.65060402123996
450,-167.65060402123996
451,-167.65060402123996
452,-167.65060402123996
453,-166.15265199451508
454,-168.35244010240203
455,-168.7200038040165
456,-168.7200038040165
457,-168.7200038040165
458,-168.7200038040165
459,-168.7200038040165
460,-168.69426234803765
461,-168.69426234803765
462,-168.7421252681073
463,-168.64346321487866
464,-168.6896045557164
465,-168.6896045557164
466,-168.6896045557164
467,-168.84807126822986
468,-168.84807126822986
469,-168.84807126822986
470,-168.97223101975547
471,-168.97223101975547
472,-168.97287321622608
473,-168.84557112105526
474,-168.84557112105526
475,-168.84557112105526
476,-168.84557112105526
477,-168.36284175900104
478,-168.22287524587475
479,-168.22287524587475
480,-168.38750012665318
481,-168.38750012665318
482,-168.38750012665318
483,-168.38750012665318
484,-168.38750012665318
485,-168.38750012665318
486,-168.38750012665318
487,-168.38750012665318
488,-168.0650940881068
489,-167.72823926042676
490,-167.72823926042676
491,-167.72823926042676
492,-166.13410986563335
493,-165.51910200712686
494,-165.51910200712686
495,-165.51910200712686
496,-165.51910200712686
497,-165.51910200712686
498,-165.5306212998744
499,-166.54428352770097
500,-168.57830113316285
501,-168.82492353172356
502,-168.85050452610668
503,-168.85050452610668
504,-168.81908789043595
505,-168.81908789043595
506,-168.6378140556769
507,-168.6378140556769
508,-169.44504896355076
509,-169.44504896355076
510,-169.7773008442728
511,-169.7773008442728
512,-169.7773008442728
513,-169.7773008442728
514,-169.7773008442728
515,-170.39947527617701
516,-169.9683382627408
517,-170.55250062895357
518,-170.94925150243546
519,-171.42703098213826
520,-171.42703098213826
521,-171.42703098213826
522,-171.42703098213826
523,-171.42703098213826
524,-171.42703098213826
525,-171.42703098213826
526,-171.42703098213826
527,-171.42703098213826
528,-170.66990025183094
529,-171.45085942405603
530,-171.39519420102374
531,-170.8710232743253
532,-170.7559960574887
533,-170.64764502224824
534,-170.64764502224824
535,-170.64764502224824
536,-170.5268602487635
537,-170.5268602487635
538,-170.5268602487635
539,-171.04866559988778
540,-171.04866559988778
541,-171.04866559988778
542,-171.04866559988778
543,-171.00320114002716
544,-171.00320114002716
545,-170.8176663486808
546,-170.8176663486808
547,-170.89434566278857
548,-172.55670060484846
549,-172.55670060484846
550,-172.55670060484846
551,-172.55670060484846
552,-172.89459240239486
553,-172.89459240239486
554,-173.81852593738077
555,-173.57759673160055
556,-173.57759673160055
557,-173.57759673160055
558,-173.57759673160055
559,-173.57759673160055
560,-173.8439845290554
561,-173.85999307961472
562,-174.5944771863353
563,-174.5944771863353
564,-174.5944771863353
565,-174.5944771863353
566,-174.5944771863353
567,-176.57811450630092
568,-175.8864781584447
569,-176.0178952756165
570,-175.76564316966935
571,-175.76564316966935
572,-175.92947789320712
573,-176.10620294659972
574,-176.10620294659972
575,-175.61535297078737
576,-175.61535297078737
577,-175.61535297078737
578,-175.61535297078737
579,-175.61535297078737
580,-175.61535297078737
581,-175.02265182617614
582,-175.02265182617614
583,-175.02265182617614
584,-174.53122839134798
585,-174.53122839134798
586,-174.53122839134798
587,-174.53122839134798
588,-174.46506470792266
589,-174.8508473118167
590,-174.8508473118167
591,-175.9581227702018
592,-175.9581227702018
593,-177.01109824787554
594,-177.01109824787554
595,-177.01109824787554
596,-177.01109824787554
597,-176.9730578010869
598,-176.71827921789657
599,-177.2037216696433
600,-177.2037216696433
601,-177.58282079458044
602,-177.0221789216214
603,-177.20728017051596
604,-177.20728017051596
605,-177.20728017051596
606,-177.38685772471524
607,-177.38685772471524
608,-177.38685772471524
609,-177.38685772471524
610,-177.38685772471524
611,-177.38685772471524
612,-176.33514015529636
613,-176.35331488001165
614,-175.89961811195298
615,-176.0870838698856
616,-178.26153848662855
617,-178.26153848662855
618,-178.46299073713277
619,-178.73115599662486
620,-178.19832053911819
621,-177.5192506735179
622,-177.5192506735179
623,-177.5192506735179
624,-177.1413067698978
625,-177.1413067698978
626,-177.1413067698978
627,-177.1413067698978
628,-177.1413067698978
629,-177.1413067698978
630,-177.1413067698978
631,-177.1413067698978
632,-177.1413067698978
633,-177.1413067698978
634,-177.1413067698978
635,-177.35942089364764
636,-177.35942089364764
637,-177.35942089364764
638,-177.35942089364764
639,-176.97919827893284
640,-176.97919827893284
641,-176.97919827893284
642,-177.75080228626854
643,-177.5322162497743
644,-176.8781144219414
645,-176.8755941345308
646,-176.8755941345308
647,-176.74611758864964
648,-176.74611758864964
649,-176.74611758864964
650,-176.74611758864964
651,-177.73458991620484
652,-177.97958681410148
653,-177.92854492416245
654,-177.92854492416245
655,-177.92854492416245
656,-177.92854492416245
657,-177.78851033153447
658,-177.81623383802017
659,-177.81623383802017
660,-177.81623383802017
661,-177.58901569210937
662,-178.09085311087344
663,-178.09085311087344
664,-178.48805114147217
665,-178.6840023200049
666,-178.6840023200049
667,-178.5244599405305
668,-178.5244599405305
669,-178.5244599405305
670,-178.5244599405305
671,-178.31331240859126
672,-178.31331240859126
673,-178.62551426743184
674,-179.0293804342343
675,-179.0293804342343
676,-179.0293804342343
677,-177.88436764429647
678,-178.64176972497071
679,-178.6099017552891
680,-178.6099017552891
681,-180.28382581816166
682,-180.28382581816166
683,-180.31314672548115
684,-180.31314672548115
685,-180.31314672548115
686,-178.64212845184875
687,-178.64212845184875
688,-179.6902762785627
689,-179.6902762785627
690,-179.6902762785627
691,-180.61614860384088
692,-180.61614860384088
693,-180.61614860384088
694,-180.56235925453035
695,-180.3971884388402
696,-180.3971884388402
697,-179.80166142373457
698,-179.80166142373457
699,-179.80166142373457
700,-179.80166142373457
701,-180.56405361497946
702,-180.56405361497946
703,-180.4937068019625
704,-180.4937068019625
705,-180.4937068019625
706,-180.55616395355293
707,-180.55616395355293
708,-180.47158658585084
709,-180.47158658585084
710,-180.47158658585084
711,-178.71870507830982
712,-178.71870507830982
713,-178.71870507830982
714,-178.71870507830982
715,-178.7032456789687
716,-176.62980761904163
717,-176.62980761904163
718,-176.7302308574341
719,-178.0340319251498
720,-178.0340319251498
721,-178.01704078645537
722,-178.01704078645537
723,-177.92750215031754
724,-176.51545305371184
725,-176.49422578261135
726,-176.49422578261135
727,-175.64322352423972
728,-175.44271536307454
729,-175.5479995260513
730,-175.5479995260513
731,-175.5479995260513
732,-176.34269510442837
733,-176.34269510442837
734,-176.34269510442837
735,-177.62262704654958
736,-177.62262704654958
737,-176.95344853666515
738,-176.95344853666515
739,-175.43684273942495
740,-175.43684273942495
741,-175.43684273942495
742,-175.19147647934062
743,-175.19147647934062
744,-175.6325865058683
745,-176.20602905322227
746,-176.20602905322227
747,-176.20602905322227
748,-176.7524038967298
749,-176.7524038967298
750,-176.96712554950432
751,-176.96712554950432
752,-176.96712554950432
753,-176.94342799584922
754,-176.94342799584922
755,-176.94342799584922
756,-177.55685916425682
757,-177.55685916425682
758,-177.9108109476451
759,-177.8204455944615
760,-177.8204455944615
761,-177.8204455944615
762,-177.79612244851685
763,-177.81862733864293
764,-177.81862733864293
765,-177.81862733864293
766,-177.81862733864293
767,-177.81862733864293
768,-176.97870380604624
769,-175.081038721772
770,-175.081038721772
771,-175.081038721772
772,-174.1530211309757
773,-174.24631869997555
774,-174.24631869997555
775,-173.15370859633896
776,-173.15370859633896
777,-173.15370859633896
778,-173.15370859633896
779,-173.15370859633896
780,-173.15370859633896
781,-173.15370859633896
782,-173.15370859633896
783,-172.4370635572136
784,-172.4370635572136
785,-172.4370635572136
786,-172.4370635572136
787,-175.03641937445283
788,-175.03641937445283
789,-175.01243122073026
790,-175.22494668266808
791,-175.22494668266808
792,-175.22494668266808
793,-175.22494668266808
794,-174.60242547082956
795,-174.60242547082956
796,-174.64729960482163
797,-174.64729960482163
798,-174.64729960482163
799,-175.4713674985288
800,-176.21873430401845
801,-176.21873430401845
802,-176.21873430401845
803,-176.7931154692007
804,-176.7931154692007
805,-176.7931154692007
806,-176.7931154692007
807,-176.7931154692007
808,-176.7931154692007
809,-176.88424315029337
810,-176.88424315029337
811,-176.5138432238981
812,-176.5138432238981
813,-174.98817374636303
814,-174.98817374636303
815,-175.51334518388296
816,-175.51334518388296
817,-175.21299699623322
818,-175.21299699623322
819,-175.21299699623322
820,-176.3304079989511
821,-176.3304079989511
822,-176.3304079989511
823,-176.3304079989511
824,-176.29715421756737
825,-176.39638669509145
826,-176.39638669509145
827,-176.9105909734813
828,-176.9105909734813
829,-182.10457613858813
830,-182.10457613858813
831,-182.10457613858813
832,-182.10457613858813
833,-182.10457613858813
834,-182.10457613858813
835,-182.24353408643282
836,-182.21364333662862
837,-182.21364333662862
838,-182.21364333662862
839,-182.21364333662862
840,-182.21364333662862
841,-182.21364333662862
842,-182.21364333662862
843,-182.64453390312693
844,-182.64453390312693
845,-182.64453390312693
846,-182.64453390312693
847,-183.64225329463258
848,-183.64225329463258
849,-183.73741204726954
850,-183.73741204726954
851,-183.708407919367
852,-183.74325903761138
853,-183.37570925600608
854,-183.47882287474863
855,-183.47882287474863
856,-183.02908133614042
857,-182.23961447841515
858,-182.18831089780724
859,-181.8273034277247
860,-181.8273034277247
861,-181.92883719729915
862,-181.92883719729915
863,-181.92883719729915
864,-181.92883719729915
865,-181.99627584908572
866,-182.13138290020586
867,-182.13138290020586
868,-182.13138290020586
869,-182.13138290020586
870,-182.13138290020586
871,-182.13138290020586
872,-182.13138290020586
873,-182.13138290020586
874,-182.13138290020586
875,-182.13138290020586
876,-180.96987384021563
877,-180.96987384021563
878,-181.17834298825665
879,-180.96357587233908
880,-180.1984061357559
881,-180.20948298955327
882,-180.20948298955327
883,-180.20948298955327
884,-180.00103363437407
885,-180.00103363437407
886,-179.28183130378406
887,-179.28183130378406
888,-179.28183130378406
889,-179.56024713246487
890,-179.29628131954138
891,-178.29162895364468
892,-178.21302165434665
893,-178.21302165434665
894,-178.21302165434665
895,-178.21302165434665
896,-178.21302165434665
897,-178.32430412343018
898,-178.32430412343018
899,-178.29565264204643
900,-178.29565264204643
901,-178.29565264204643
902,-178.29565264204643
903,-176.73728337586942
904,-176.73728337586942
905,-176.46708554161674
906,-176.5654946900279
907,-176.53339682426193
908,-176.53339682426193
909,-176.53339682426193
910,-176.87186212082923
911,-176.87186212082923
912,-176.87186212082923
913,-176.87186212082923
914,-176.87186212082923
915,-176.87186212082923
916,-176.87186212082923
917,-176.86847870092043
918,-176.60542830247203
919,-176.60542830247203
920,-176.60542830247203
921,-176.48621694780468
922,-176.48621694780468
923,-176.48621694780468
924,-176.81095345050105
925,-176.64048913752796
926,-177.32153896219603
927,-176.70432466570375
928,-176.70432466570375
929,-176.70432466570375
930,-175.99449131552794
931,-175.91779642576793
932,-175.91779642576793
933,-175.91779642576793
934,-175.88266378882645
935,-175.88266378882645
936,-175.88266378882645
937,-175.88266378882645
938,-174.83723895863835
939,-174.83723895863835
940,-179.65602188764203
941,-179.65602188764203
942,-179.31650228857575
943,-178.7638099258391
944,-178.7638099258391
945,-178.7638099258391
946,-178.18166194991062
947,-177.89046055207774
948,-177.89046055207774
949,-177.5278004489729
950,-177.5278004489729
951,-177.5278004489729
952,-177.5278004489729
953,-177.58321679645437
954,-176.9457928274979
955,-176.9457928274979
956,-176.86639025101348
957,-176.86639025101348
958,-177.10216011962504
959,-177.10216011962504
960,-176.62793054543928
961,-176.62793054543928
962,-176.248437851766
963,-176.3836969515724
964,-174.61541261244403
965,-174.61541261244403
966,-174.75397504339037
967,-174.9786115115666
968,-175.0680223137706
969,-175.0680223137706
970,-175.0680223137706
971,-174.88846527164932
972,-174.88846527164932
973,-174.88846527164932
974,-174.601197100393
975,-174.601197100393
976,-174.59491598933687
977,-174.59491598933687
978,-174.59491598933687
979,-176.59801406884966
980,-176.59801406884966
981,-176.1434751040241
982,-176.1434751040241
983,-176.1434751040241
984,-175.44687164182213
985,-175.44687164182213
986,-175.44687164182213
987,-175.44687164182213
988,-176.24022334886837
989,-176.0417390140142
990,-176.0417390140142
991,-176.0417390140142
992,-177.2384589259297
993,-177.2384589259297
994,-177.2384589259297
995,-177.14853769921862
996,-177.14853769921862
997,-177.14853769921862
998,-176.1080773885569
999,-176.1080773885569
1000,-176.1080773885569
1001,-177.5898370591133
1002,-177.5898370591133
1003,-177.5898370591133
1004,-176.70652751639636
1005,-176.70652751639636
1006,-177.1017942010958
1007,-177.1791056727882
1008,-177.1791056727882
1009,-177.1791056727882
1010,-177.1791056727882
1011,-177.3832353017337
1012,-178.78232969985518
1013,-180.0678130330731
1014,-180.5408257364919
1015,-180.5408257364919
1016,-180.57318624333763
1017,-179.78914973372252
1018,-179.78914973372252
1019,-179.78914973372252
1020,-179.78914973372252
1021,-180.51940375239215
1022,-180.88091961876387
1023,-180.88091961876387
1024,-180.88974093761678
1025,-181.5080236294178
1026,-181.5080236294178
1027,-181.5080236294178
1028,-181.5080236294178
1029,-181.5080236294178
1030,-181.5080236294178
1031,-181.5080236294178
1032,-181.5080236294178
1033,-181.5080236294178
1034,-181.5080236294178
1035,-180.86679157884066
1036,-180.86679157884066
1037,-181.61490315000373
1038,-181.29649987362544
1039,-181.29649987362544
1040,-181.42617139277564
1041,-181.42617139277564
1042,-181.55732868507658
1043,-181.464078276025
1044,-181.4349698722369
1045,-181.43059518075935
1046,-181.4753203183068
1047,-181.50686204224309
1048,-181.50686204224309
1049,-181.48527683277254
1050,-181.46549164718644
1051,-181.46549164718644
1052,-181.46549164718644
1053,-181.46549164718644
1054,-181.12526037848082
1055,-181.12526037848082
1056,-181.12526037848082
1057,-180.87216845389375
1058,-180.87216845389375
1059,-180.87216845389375
1060,-180.87216845389375
1061,-180.87216845389375
1062,-180.87216845389375
1063,-179.73384520598282
1064,-179.85886684244633
1065,-179.85886684244633
1066,-179.85886684244633
1067,-179.85886684244633
1068,-180.2579983889686
1069,-180.18053739787152
1070,-180.18053739787152
1071,-180.18053739787152
1072,-180.18053739787152
1073,-180.1878277727257
1074,-180.1878277727257
1075,-180.1878277727257
1076,-180.1878277727257
1077,-180.55463566300264
1078,-180.55463566300264
1079,-180.77721969366
1080,-180.23553964368884
1081,-181.03480246536344
1082,-181.03480246536344
1083,-180.9044301328817
1084,-180.9044301328817
1085,-181.01827730267354
1086,-181.99245324390137
1087,-181.82409295216436
1088,-181.82409295216436
1089,-181.82409295216436
1090,-181.82409295216436
1091,-181.82409295216436
1092,-179.94171666626812
1093,-179.94777650879416
1094,-179.94777650879416
1095,-179.94777650879416
1096,-179.94777650879416
1097,-179.94777650879416
1098,-179.94777650879416
1099,-179.94777650879416
1100,-181.41107433778694
1101,-181.41107433778694
1102,-181.06717295520565
1103,-181.36888059604934
1104,-180.42837016204228
1105,-181.61442874439385
1106,-181.61442874439385
1107,-181.56805738504508
1108,-181.56805738504508
1109,-181.56805738504508
1110,-184.54673601117062
1111,-184.54673601117062
1112,-184.54673601117062
1113,-184.54673601117062
1114,-184.543224604507
1115,-184.543224604507
1116,-185.86979328389754
1117,-185.42316157159723
1118,-185.42316157159723
1119,-185.42316157159723
1120,-185.5237488706893
1121,-185.51805016394587
1122,-185.51805016394587
1123,-185.51805016394587
1124,-184.50906312294893
1125,-184.45598312846235
1126,-184.45598312846235
1127,-184.45598312846235
1128,-184.45598312846235
1129,-184.45598312846235
1130,-184.45598312846235
1131,-184.45598312846235
1132,-185.08279267668829
1133,-185.08279267668829
1134,-184.82665472272006
1135,-186.3689676700068
1136,-186.3689676700068
1137,-186.3689676700068
1138,-188.8891733209762
1139,-188.8891733209762
1140,-188.8891733209762
1141,-188.8891733209762
1142,-188.8891733209762
1143,-188.8891733209762
1144,-188.8891733209762
1145,-187.71763262910505
1146,-187.71763262910505
1147,-187.71763262910505
1148,-187.62015736007478
1149,-187.56414608407894
1150,-187.56414608407894
1151,-187.56414608407894
1152,-187.56414608407894
1153,-188.08479559541732
1154,-188.09264928889579
1155,-188.09264928889579
1156,-188.09264928889579
1157,-188.588072764494
1158,-188.94350158313316
1159,-189.026181050289
1160,-189.026181050289
1161,-189.026181050289
1162,-189.08992166443934
1163,-189.08992166443934
1164,-189.27065388299363
1165,-189.0692976729812
1166,-189.0692976729812
1167,-189.0692976729812
1168,-189.0692976729812
1169,-188.54826659783467
1170,-188.54826659783467
1171,-188.54826659783467
1172,-188.53914823509965
1173,-188.53914823509965
1174,-188.53914823509965
1175,-187.74794040513385
1176,-188.13857754147952
1177,-188.11906233555234
1178,-188.11906233555234
1179,-187.54182902901167
1180,-187.42315601140197
1181,-187.43603388563903
1182,-188.2368126705662
1183,-188.2368126705662
1184,-188.56130317684196
1185,-188.39370823568524
1186,-188.39370823568524
1187,-188.39370823568524
1188,-188.39370823568524
1189,-188.58962885142756
1190,-188.57778885635366
1191,-188.57978402851097
1192,-188.57978402851097
1193,-186.449604036472
1194,-186.06229360297078
1195,-185.00027850410459
1196,-185.00027850410459
1197,-185.00027850410459
1198,-185.06295744134601
1199,-184.99037833556136
1200,-185.3818541450552
1201,-182.5329335922875
1202,-182.5329335922875
1203,-183.25739323315818
1204,-183.25739323315818
1205,-183.87892060177091
1206,-183.87892060177091
1207,-183.87892060177091
1208,-183.87892060177091
1209,-184.43378015865335
1210,-184.43378015865335
1211,-184.43378015865335
1212,-186.243621944243
1213,-186.243621944243
1214,-187.0229104743501
1215,-186.85930820440302
1216,-186.78934679012735
1217,-186.35380549379903
1218,-186.34371561134986
1219,-186.34371561134986
1220,-186.204136480878
1221,-186.204136480878
1222,-186.204136480878
1223,-186.21125164053626
1224,-186.21125164053626
1225,-186.6282556711654
1226,-186.6331405948136
1227,-186.6331405948136
1228,-186.48063599605595
1229,-186.48063599605595
1230,-186.48063599605595
1231,-184.97797731132218
1232,-183.90862923676653
1233,-183.42286657816183
1234,-183.42286657816183
1235,-182.63050689093748
1236,-182.63050689093748
1237,-184.45725941832387
1238,-183.97412135356262
1239,-183.97412135356262
1240,-183.97412135356262
1241,-183.97412135356262
1242,-184.29717122768096
1243,-184.29717122768096
1244,-184.29717122768096
1245,-184.29717122768096
1246,-184.29717122768096
1247,-184.29717122768096
1248,-184.29717122768096
1249,-184.29717122768096
1250,-184.29717122768096
1251,-184.05463226543526
1252,-184.05463226543526
1253,-184.05463226543526
1254,-184.05463226543526
1255,-185.9094652784496
1256,-186.69996875078965
